stage_id,sample_id,input_sequence,predicted_sequence,is_exact_match,margin,memory_layer,conflict_flag,vector_dimension
stage1_dim1024,38,XRB,XRB,True,1.0000,S,False,1024
stage1_dim1024,39,RUXK,RUXK,True,1.0000,S,False,1024
stage1_dim1024,40,CWTH,CWTH,True,1.0000,S,False,1024
stage1_dim1024,41,PED,PED,True,1.0000,S,False,1024
stage1_dim1024,42,GCHA,GCHA,True,1.0000,S,False,1024
stage1_dim1024,43,VWX,VWX,True,1.0000,S,False,1024
stage1_dim1024,44,UHEC,UHEC,True,1.0000,S,False,1024
stage1_dim1024,45,GLR,GLR,True,1.0000,S,False,1024
stage1_dim1024,46,VY,VY,True,1.0000,S,False,1024
stage1_dim1024,47,QS,QS,True,1.0000,S,False,1024
stage1_dim1024,48,UN,UN,True,1.0000,S,False,1024
stage1_dim1024,49,GX,GX,True,1.0000,S,False,1024
stage1_dim1024,50,OACRQ,OACRQ,True,1.0000,S,False,1024
stage1_dim1024,51,QS,QS,True,1.0000,S,False,1024
stage1_dim1024,52,YIL,YIL,True,1.0000,S,False,1024
stage1_dim1024,53,KG,KG,True,1.0000,S,False,1024
stage1_dim1024,54,OP,OP,True,1.0000,S,False,1024
stage1_dim1024,55,AMW,AMW,True,1.0000,S,False,1024
stage1_dim1024,56,EXN,EXN,True,1.0000,S,False,1024
stage1_dim1024,57,DT,DT,True,1.0000,S,False,1024
stage1_dim1024,58,SN,SN,True,1.0000,S,False,1024
stage1_dim1024,59,QGYUJ,QGYUJ,True,1.0000,S,False,1024
stage1_dim1024,60,GZJP,GZJP,True,1.0000,S,False,1024
stage1_dim1024,61,QRB,QRB,True,1.0000,S,False,1024
stage1_dim1024,62,ROSIJ,ROSIJ,True,1.0000,S,False,1024
stage1_dim1024,63,VK,VK,True,1.0000,S,False,1024
stage1_dim1024,64,HJJF,HJJF,True,1.0000,S,False,1024
stage1_dim1024,65,LWK,LWK,True,1.0000,S,False,1024
stage1_dim1024,66,HHCTI,HHCTI,True,1.0000,S,False,1024
stage1_dim1024,67,FSQNJ,FSQNJ,True,1.0000,S,False,1024
stage1_dim1024,68,OUL,OUL,True,1.0000,S,False,1024
stage1_dim1024,69,FH,FH,True,1.0000,S,False,1024
stage1_dim1024,70,WFIG,WFIG,True,1.0000,S,False,1024
stage1_dim1024,71,EKIX,EKIX,True,1.0000,S,False,1024
stage1_dim1024,72,NI,NI,True,1.0000,S,False,1024
stage1_dim1024,73,QTRT,QTRT,True,1.0000,S,False,1024
stage1_dim1024,74,GMMC,GMMC,True,1.0000,S,False,1024
stage1_dim1024,75,NVKUF,NVKUF,True,1.0000,S,False,1024
stage1_dim1024,76,VYPR,VYPR,True,1.0000,S,False,1024
stage1_dim1024,77,AWUYB,AWUYB,True,1.0000,S,False,1024
stage1_dim1024,78,APTH,APTH,True,1.0000,S,False,1024
stage1_dim1024,79,BLG,BLG,True,1.0000,S,False,1024
stage1_dim1024,80,ZYS,ZYS,True,1.0000,S,False,1024
stage1_dim1024,81,XCG,XCG,True,1.0000,S,False,1024
stage1_dim1024,82,URV,URV,True,1.0000,S,False,1024
stage1_dim1024,83,VSYK,VSYK,True,1.0000,S,False,1024
stage1_dim1024,84,WKGY,WKGY,True,1.0000,S,False,1024
stage1_dim1024,85,JN,JN,True,1.0000,S,False,1024
stage1_dim1024,86,DMLX,DMLX,True,1.0000,S,False,1024
stage1_dim1024,87,GMDJG,GMDJG,True,1.0000,S,False,1024
stage1_dim1024,88,IJ,JI,False,1.0000,S,False,1024
stage1_dim1024,89,BCXNO,BCXNO,True,1.0000,S,False,1024
stage1_dim1024,90,DC,DC,True,1.0000,S,False,1024
stage1_dim1024,91,SAUOJ,SAUOJ,True,1.0000,S,False,1024
stage1_dim1024,92,YDH,YDH,True,1.0000,S,False,1024
stage1_dim1024,93,PK,PK,True,1.0000,S,False,1024
stage1_dim1024,94,PMSV,PMSV,True,1.0000,S,False,1024
stage1_dim1024,95,FSTER,FSTER,True,1.0000,S,False,1024
stage1_dim1024,96,KQTR,KQTR,True,1.0000,S,False,1024
stage1_dim1024,97,KJ,KJ,True,1.0000,S,False,1024
stage1_dim1024,98,NOCU,NOCU,True,1.0000,S,False,1024
stage1_dim1024,99,CNFZ,CNFZ,True,1.0000,S,False,1024
stage1_dim1024,100,MISE,MISE,True,1.0000,S,False,1024
stage1_dim1024,101,BKTAY,BKTAY,True,1.0000,S,False,1024
stage1_dim1024,102,LFB,LFB,True,1.0000,S,False,1024
stage1_dim1024,103,PTSG,PTSG,True,1.0000,S,False,1024
stage1_dim1024,104,CS,CS,True,1.0000,S,False,1024
stage1_dim1024,105,WWCR,WWCR,True,1.0000,S,False,1024
stage1_dim1024,106,MLMGH,MLMGH,True,1.0000,S,False,1024
stage1_dim1024,107,DR,DR,True,1.0000,S,False,1024
stage1_dim1024,108,BG,BG,True,1.0000,S,False,1024
stage1_dim1024,109,LOEEU,LOEEU,True,1.0000,S,False,1024
stage1_dim1024,110,JBMDJ,JBMDJ,True,1.0000,S,False,1024
stage1_dim1024,111,DINLA,DINLA,True,1.0000,S,False,1024
stage1_dim1024,112,HWX,HWX,True,1.0000,S,False,1024
stage1_dim1024,113,VRYS,VRYS,True,1.0000,S,False,1024
stage1_dim1024,114,INRL,INRL,True,1.0000,S,False,1024
stage1_dim1024,115,DOGG,DOGG,True,1.0000,S,False,1024
stage1_dim1024,116,ELLJJ,ELLJJ,True,1.0000,S,False,1024
stage1_dim1024,117,YSR,YSR,True,1.0000,S,False,1024
stage1_dim1024,118,LK,LK,True,1.0000,S,False,1024
stage1_dim1024,119,DXNJE,DXNJE,True,1.0000,S,False,1024
stage1_dim1024,120,ZTD,ZTD,True,1.0000,S,False,1024
stage1_dim1024,121,ZMEHF,ZMEHF,True,1.0000,S,False,1024
stage1_dim1024,122,EKY,EKY,True,1.0000,S,False,1024
stage1_dim1024,123,OX,OX,True,1.0000,S,False,1024
stage1_dim1024,124,AVZJ,AVZJ,True,1.0000,S,False,1024
stage1_dim1024,125,VKMXC,VKMXC,True,1.0000,S,False,1024
stage1_dim1024,126,WBLPQ,WBLPQ,True,1.0000,S,False,1024
stage1_dim1024,127,PZEGR,PZEGR,True,1.0000,S,False,1024
stage1_dim1024,128,XV,XV,True,1.0000,S,False,1024
stage1_dim1024,129,BKSU,BKSU,True,1.0000,S,False,1024
stage1_dim1024,130,VVH,VVH,True,1.0000,S,False,1024
stage1_dim1024,131,LF,LF,True,1.0000,S,False,1024
stage1_dim1024,132,HD,HD,True,1.0000,S,False,1024
stage1_dim1024,133,HL,HL,True,1.0000,S,False,1024
stage1_dim1024,134,XCJ,XCJ,True,1.0000,S,False,1024
stage1_dim1024,135,FICPN,FICPN,True,1.0000,S,False,1024
stage1_dim1024,136,AK,AK,True,1.0000,S,False,1024
stage1_dim1024,137,VYCNN,VYCNN,True,1.0000,S,False,1024
stage1_dim1024,138,JC,JC,True,1.0000,S,False,1024
stage1_dim1024,139,WFN,WFN,True,1.0000,S,False,1024
stage1_dim1024,140,TT,TT,True,1.0000,S,False,1024
stage1_dim1024,141,RYUO,RYUO,True,1.0000,S,False,1024
stage1_dim1024,142,OHSTH,OHSTH,True,1.0000,S,False,1024
stage1_dim1024,143,FVJG,FVJG,True,1.0000,S,False,1024
stage1_dim1024,144,FKNAP,FKNAP,True,1.0000,S,False,1024
stage1_dim1024,145,RBFHZ,RBFHZ,True,1.0000,S,False,1024
stage1_dim1024,146,CYMXY,CYMXY,True,1.0000,S,False,1024
stage1_dim1024,147,AI,AI,True,1.0000,S,False,1024
stage1_dim1024,148,WS,WS,True,1.0000,S,False,1024
stage1_dim1024,149,BAZON,BAZON,True,1.0000,S,False,1024
stage1_dim1024,150,XPUV,XPUV,True,1.0000,S,False,1024
stage1_dim1024,151,IXH,IXH,True,1.0000,S,False,1024
stage1_dim1024,152,JL,JL,True,1.0000,S,False,1024
stage1_dim1024,153,LR,LR,True,1.0000,S,False,1024
stage1_dim1024,154,JGXKG,JGXKG,True,1.0000,S,False,1024
stage1_dim1024,155,GMDLM,GMDLM,True,1.0000,S,False,1024
stage1_dim1024,156,PVYF,PVYF,True,1.0000,S,False,1024
stage1_dim1024,157,AYHRT,AYHRT,True,1.0000,S,False,1024
stage1_dim1024,158,MY,MY,True,1.0000,S,False,1024
stage1_dim1024,159,UGLS,UGLS,True,1.0000,S,False,1024
stage1_dim1024,160,GW,GW,True,1.0000,S,False,1024
stage1_dim1024,161,DDRS,DDRS,True,1.0000,S,False,1024
stage1_dim1024,162,VU,VU,True,1.0000,S,False,1024
stage1_dim1024,163,AJIF,AJIF,True,1.0000,S,False,1024
stage1_dim1024,164,XQLJ,XQLJ,True,1.0000,S,False,1024
stage1_dim1024,165,OPPGB,OPPGB,True,1.0000,S,False,1024
stage1_dim1024,166,YLT,YLT,True,1.0000,S,False,1024
stage1_dim1024,167,ABRF,ABRF,True,1.0000,S,False,1024
stage1_dim1024,168,QRLC,QRLC,True,1.0000,S,False,1024
stage1_dim1024,169,DBAX,DBAX,True,1.0000,S,False,1024
stage1_dim1024,170,XG,XG,True,1.0000,S,False,1024
stage1_dim1024,171,MGD,MGD,True,1.0000,S,False,1024
stage1_dim1024,172,NV,NV,True,1.0000,S,False,1024
stage1_dim1024,173,BHTPH,BHTPH,True,1.0000,S,False,1024
stage1_dim1024,174,TGBP,TGBP,True,1.0000,S,False,1024
stage1_dim1024,175,JZNTF,JZNTF,True,1.0000,S,False,1024
stage1_dim1024,176,BTR,BTR,True,1.0000,S,False,1024
stage1_dim1024,177,MRC,MRC,True,1.0000,S,False,1024
stage1_dim1024,178,SU,SU,True,1.0000,S,False,1024
stage1_dim1024,179,EKGT,EKGT,True,1.0000,S,False,1024
stage1_dim1024,180,XVPU,XPUV,False,1.0000,S,False,1024
stage1_dim1024,181,MLU,MLU,True,1.0000,S,False,1024
stage1_dim1024,182,OQI,OQI,True,1.0000,S,False,1024
stage1_dim1024,183,ZF,ZF,True,1.0000,S,False,1024
stage1_dim1024,184,NK,NK,True,1.0000,S,False,1024
stage1_dim1024,185,GKG,GKG,True,1.0000,S,False,1024
stage1_dim1024,186,REM,REM,True,1.0000,S,False,1024
stage1_dim1024,187,YV,YV,True,1.0000,S,False,1024
stage1_dim1024,188,MVD,MVD,True,1.0000,S,False,1024
stage1_dim1024,189,VI,VI,True,1.0000,S,False,1024
stage1_dim1024,190,NO,NO,True,1.0000,S,False,1024
stage1_dim1024,191,CAO,CAO,True,1.0000,S,False,1024
stage1_dim1024,192,OT,OT,True,1.0000,S,False,1024
stage1_dim1024,193,YQL,YQL,True,1.0000,S,False,1024
stage1_dim1024,194,GUL,GUL,True,1.0000,S,False,1024
stage1_dim1024,195,NCBSV,NCBSV,True,1.0000,S,False,1024
stage1_dim1024,196,UYWGN,UYWGN,True,1.0000,S,False,1024
stage1_dim1024,197,UBFW,UBFW,True,1.0000,S,False,1024
stage1_dim1024,198,HY,HY,True,1.0000,S,False,1024
stage1_dim1024,199,SJ,SJ,True,1.0000,S,False,1024
stage1_dim1024,200,NI,NI,True,1.0000,S,False,1024
stage1_dim1024,201,WGOHY,WGOHY,True,1.0000,S,False,1024
stage1_dim1024,202,XFAOE,XFAOE,True,1.0000,S,False,1024
stage1_dim1024,203,JWSY,JWSY,True,1.0000,S,False,1024
stage1_dim1024,204,BX,BX,True,1.0000,S,False,1024
stage1_dim1024,205,XYQ,XYQ,True,1.0000,S,False,1024
stage1_dim1024,206,MZ,MZ,True,1.0000,S,False,1024
stage1_dim1024,207,UF,UF,True,1.0000,S,False,1024
stage1_dim1024,208,GA,GA,True,1.0000,S,False,1024
stage1_dim1024,209,CFM,CFM,True,1.0000,S,False,1024
stage1_dim1024,210,DP,DP,True,1.0000,S,False,1024
stage1_dim1024,211,XOVVC,XOVVC,True,1.0000,S,False,1024
stage1_dim1024,212,EJOE,EJOE,True,1.0000,S,False,1024
stage1_dim1024,213,VIGZM,VIGZM,True,1.0000,S,False,1024
stage1_dim1024,214,RJTZJ,RJTZJ,True,1.0000,S,False,1024
stage1_dim1024,215,HMBAB,HMBAB,True,1.0000,S,False,1024
stage1_dim1024,216,MUWU,MUWU,True,1.0000,S,False,1024
stage1_dim1024,217,NK,NK,True,1.0000,S,False,1024
stage1_dim1024,218,RZ,RZ,True,1.0000,S,False,1024
stage1_dim1024,219,GJL,GJL,True,1.0000,S,False,1024
stage1_dim1024,220,HSXW,HSXW,True,1.0000,S,False,1024
stage1_dim1024,221,HIT,HIT,True,1.0000,S,False,1024
stage1_dim1024,222,TZP,TZP,True,1.0000,S,False,1024
stage1_dim1024,223,LDUBG,LDUBG,True,1.0000,S,False,1024
stage1_dim1024,224,SMZ,SMZ,True,1.0000,S,False,1024
stage1_dim1024,225,OQKBI,OQKBI,True,1.0000,S,False,1024
stage1_dim1024,226,XRS,XRS,True,1.0000,S,False,1024
stage1_dim1024,227,YF,YF,True,1.0000,S,False,1024
stage1_dim1024,228,TE,TE,True,1.0000,S,False,1024
stage1_dim1024,229,WSTLG,WSTLG,True,1.0000,S,False,1024
stage1_dim1024,230,JVW,JVW,True,1.0000,S,False,1024
stage1_dim1024,231,GLPR,GLPR,True,1.0000,S,False,1024
stage1_dim1024,232,QB,QB,True,1.0000,S,False,1024
stage1_dim1024,233,KKOG,KKOG,True,1.0000,S,False,1024
stage1_dim1024,234,MMDMW,MMDMW,True,1.0000,S,False,1024
stage1_dim1024,235,MFPS,MFPS,True,1.0000,S,False,1024
stage1_dim1024,236,RMO,RMO,True,1.0000,S,False,1024
stage1_dim1024,237,CM,CM,True,1.0000,S,False,1024
stage1_dim1024,238,JYBJI,JYBJI,True,1.0000,S,False,1024
stage1_dim1024,239,NAPUG,NAPUG,True,1.0000,S,False,1024
stage1_dim1024,240,KJYVB,KJYVB,True,1.0000,S,False,1024
stage1_dim1024,241,EUQW,EUQW,True,1.0000,S,False,1024
stage1_dim1024,242,VY,VY,True,1.0000,S,False,1024
stage1_dim1024,243,DV,DV,True,1.0000,S,False,1024
stage1_dim1024,244,JVBY,JVBY,True,1.0000,S,False,1024
stage1_dim1024,245,QI,QI,True,1.0000,S,False,1024
stage1_dim1024,246,WEYEL,WEYEL,True,1.0000,S,False,1024
stage1_dim1024,247,VM,VM,True,1.0000,S,False,1024
stage1_dim1024,248,YR,YR,True,1.0000,S,False,1024
stage1_dim1024,249,DZRVN,DZRVN,True,1.0000,S,False,1024
stage1_dim1024,250,DZ,DZ,True,1.0000,S,False,1024
stage1_dim1024,251,KNA,KNA,True,1.0000,S,False,1024
stage1_dim1024,252,MDGH,MDGH,True,1.0000,S,False,1024
stage1_dim1024,253,SUREY,SUREY,True,1.0000,S,False,1024
stage1_dim1024,254,WML,WML,True,1.0000,S,False,1024
stage1_dim1024,255,UZU,UZU,True,1.0000,S,False,1024
stage1_dim1024,256,WSA,WSA,True,1.0000,S,False,1024
stage1_dim1024,257,QLDBI,QLDBI,True,1.0000,S,False,1024
stage1_dim1024,258,VTXG,VTXG,True,1.0000,S,False,1024
stage1_dim1024,259,FPH,FPH,True,1.0000,S,False,1024
stage1_dim1024,260,JEZXR,JEZXR,True,1.0000,S,False,1024
stage1_dim1024,261,FXVN,FXVN,True,1.0000,S,False,1024
stage1_dim1024,262,VDXQC,VDXQC,True,1.0000,S,False,1024
stage1_dim1024,263,DZIHM,DZIHM,True,1.0000,S,False,1024
stage1_dim1024,264,WBM,WBM,True,1.0000,S,False,1024
stage1_dim1024,265,DTV,DTV,True,1.0000,S,False,1024
stage1_dim1024,266,PNN,PNN,True,1.0000,S,False,1024
stage1_dim1024,267,CQY,CQY,True,1.0000,S,False,1024
stage1_dim1024,268,BZDG,BZDG,True,1.0000,S,False,1024
stage1_dim1024,269,VXETD,VXETD,True,1.0000,S,False,1024
stage1_dim1024,270,JVWK,JVWK,True,1.0000,S,False,1024
stage1_dim1024,271,HQSU,HQSU,True,1.0000,S,False,1024
stage1_dim1024,272,AUY,AUY,True,1.0000,S,False,1024
stage1_dim1024,273,ONBKZ,ONBKZ,True,1.0000,S,False,1024
stage1_dim1024,274,PDB,PDB,True,1.0000,S,False,1024
stage1_dim1024,275,ZL,ZL,True,1.0000,S,False,1024
stage1_dim1024,276,CLCIE,CLCIE,True,1.0000,S,False,1024
stage1_dim1024,277,BP,BP,True,1.0000,S,False,1024
stage1_dim1024,278,BWQR,BWQR,True,1.0000,S,False,1024
stage1_dim1024,279,QB,QB,True,1.0000,S,False,1024
stage1_dim1024,280,CAQZQ,CAQZQ,True,1.0000,S,False,1024
stage1_dim1024,281,GF,GF,True,1.0000,S,False,1024
stage1_dim1024,282,EETA,EETA,True,1.0000,S,False,1024
stage1_dim1024,283,PYGZ,PYGZ,True,1.0000,S,False,1024
stage1_dim1024,284,PZO,PZO,True,1.0000,S,False,1024
stage1_dim1024,285,RKL,RKL,True,1.0000,S,False,1024
stage1_dim1024,286,FXTBI,FXTBI,True,1.0000,S,False,1024
stage1_dim1024,287,YXB,YXB,True,1.0000,S,False,1024
stage1_dim1024,288,XXOD,XXOD,True,1.0000,S,False,1024
stage1_dim1024,289,PUAXU,PUAXU,True,1.0000,S,False,1024
stage1_dim1024,290,JRPGN,JRPGN,True,1.0000,S,False,1024
stage1_dim1024,291,EPWLG,EPWLG,True,1.0000,S,False,1024
stage1_dim1024,292,ZKQP,ZKQP,True,1.0000,S,False,1024
stage1_dim1024,293,BWVYW,BWVYW,True,1.0000,S,False,1024
stage1_dim1024,294,NG,NG,True,1.0000,S,False,1024
stage1_dim1024,295,FD,FD,True,1.0000,S,False,1024
stage1_dim1024,296,AMHG,AMHG,True,1.0000,S,False,1024
stage1_dim1024,297,PQWU,PQWU,True,1.0000,S,False,1024
stage1_dim1024,298,RAZ,RAZ,True,1.0000,S,False,1024
stage1_dim1024,299,BJMT,BJMT,True,1.0000,S,False,1024
stage1_dim1024,300,VGUX,VGUX,True,1.0000,S,False,1024
stage1_dim1024,301,IGLAQ,IGLAQ,True,1.0000,S,False,1024
stage1_dim1024,302,PHD,PHD,True,1.0000,S,False,1024
stage1_dim1024,303,GSTPM,GSTPM,True,1.0000,S,False,1024
stage1_dim1024,304,WT,WT,True,1.0000,S,False,1024
stage1_dim1024,305,OEPU,OEPU,True,1.0000,S,False,1024
stage1_dim1024,306,IQ,QI,False,1.0000,S,False,1024
stage1_dim1024,307,ZX,ZX,True,1.0000,S,False,1024
stage1_dim1024,308,IEZI,IEZI,True,1.0000,S,False,1024
stage1_dim1024,309,IJM,IJM,True,1.0000,S,False,1024
stage1_dim1024,310,CJZ,CJZ,True,1.0000,S,False,1024
stage1_dim1024,311,PTBPO,PTBPO,True,1.0000,S,False,1024
stage1_dim1024,312,RAQCW,RAQCW,True,1.0000,S,False,1024
stage1_dim1024,313,GZY,GZY,True,1.0000,S,False,1024
stage1_dim1024,314,TO,TO,True,1.0000,S,False,1024
stage1_dim1024,315,OVIUY,OVIUY,True,1.0000,S,False,1024
stage1_dim1024,316,FX,FX,True,1.0000,S,False,1024
stage1_dim1024,317,US,US,True,1.0000,S,False,1024
stage1_dim1024,318,CEEW,CEEW,True,1.0000,S,False,1024
stage1_dim1024,319,OOZ,OOZ,True,1.0000,S,False,1024
stage1_dim1024,320,EMC,EMC,True,1.0000,S,False,1024
stage1_dim1024,321,YFR,YFR,True,1.0000,S,False,1024
stage1_dim1024,322,SZJ,SZJ,True,1.0000,S,False,1024
stage1_dim1024,323,GPFPU,GPFPU,True,1.0000,S,False,1024
stage1_dim1024,324,UWD,UWD,True,1.0000,S,False,1024
stage1_dim1024,325,OA,OA,True,1.0000,S,False,1024
stage1_dim1024,326,USPEC,USPEC,True,1.0000,S,False,1024
stage1_dim1024,327,WHM,WHM,True,1.0000,S,False,1024
stage1_dim1024,328,PXJJ,PXJJ,True,1.0000,S,False,1024
stage1_dim1024,329,GAQ,GAQ,True,1.0000,S,False,1024
stage1_dim1024,330,SMZ,SMZ,True,1.0000,S,False,1024
stage1_dim1024,331,PRBM,PRBM,True,1.0000,S,False,1024
stage1_dim1024,332,VC,VC,True,1.0000,S,False,1024
stage1_dim1024,333,BHIR,BHIR,True,1.0000,S,False,1024
stage1_dim1024,334,ZS,ZS,True,1.0000,S,False,1024
stage1_dim1024,335,MXPK,MXPK,True,1.0000,S,False,1024
stage1_dim1024,336,ND,ND,True,1.0000,S,False,1024
stage1_dim1024,337,GW,GW,True,1.0000,S,False,1024
stage1_dim1024,338,ME,ME,True,1.0000,S,False,1024
stage1_dim1024,339,RQX,RQX,True,1.0000,S,False,1024
stage1_dim1024,340,DJPXY,DJPXY,True,1.0000,S,False,1024
stage1_dim1024,341,UDN,UDN,True,1.0000,S,False,1024
stage1_dim1024,342,LROVS,LROVS,True,1.0000,S,False,1024
stage1_dim1024,343,YA,YA,True,1.0000,S,False,1024
stage1_dim1024,344,BCDE,BCDE,True,1.0000,S,False,1024
stage1_dim1024,345,NXABP,NXABP,True,1.0000,S,False,1024
stage1_dim1024,346,IT,IT,True,1.0000,S,False,1024
stage1_dim1024,347,LPABM,LPABM,True,1.0000,S,False,1024
stage1_dim1024,348,PW,PW,True,1.0000,S,False,1024
stage1_dim1024,349,TMUI,TMUI,True,1.0000,S,False,1024
stage1_dim1024,350,JL,JL,True,1.0000,S,False,1024
stage1_dim1024,351,LZZR,LZZR,True,1.0000,S,False,1024
stage1_dim1024,352,BWF,BWF,True,1.0000,S,False,1024
stage1_dim1024,353,MG,MG,True,1.0000,S,False,1024
stage1_dim1024,354,JPQI,JPQI,True,1.0000,S,False,1024
stage1_dim1024,355,HUEVT,HUEVT,True,1.0000,S,False,1024
stage1_dim1024,356,DT,DT,True,1.0000,S,False,1024
stage1_dim1024,357,ICKBM,ICKBM,True,1.0000,S,False,1024
stage1_dim1024,358,OJHO,OJHO,True,1.0000,S,False,1024
stage1_dim1024,359,BG,BG,True,1.0000,S,False,1024
stage1_dim1024,360,TFQ,TFQ,True,1.0000,S,False,1024
stage1_dim1024,361,WBQY,WBQY,True,1.0000,S,False,1024
stage1_dim1024,362,KJOD,KJOD,True,1.0000,S,False,1024
stage1_dim1024,363,KZ,KZ,True,1.0000,S,False,1024
stage1_dim1024,364,FB,FB,True,1.0000,S,False,1024
stage1_dim1024,365,YH,YH,True,1.0000,S,False,1024
stage1_dim1024,366,JYND,JYND,True,1.0000,S,False,1024
stage1_dim1024,367,NTS,NTS,True,1.0000,S,False,1024
stage1_dim1024,368,ZR,ZR,True,1.0000,S,False,1024
stage1_dim1024,369,KTBMM,KTBMM,True,1.0000,S,False,1024
stage1_dim1024,370,FSJQF,FSJQF,True,1.0000,S,False,1024
stage1_dim1024,371,ZSIBT,ZSIBT,True,1.0000,S,False,1024
stage1_dim1024,372,XZGJM,XZGJM,True,1.0000,S,False,1024
stage1_dim1024,373,GSOQM,GSOQM,True,1.0000,S,False,1024
stage1_dim1024,374,HN,HN,True,1.0000,S,False,1024
stage1_dim1024,375,NLVO,NLVO,True,1.0000,S,False,1024
stage1_dim1024,376,PA,PA,True,1.0000,S,False,1024
stage1_dim1024,377,FLM,FLM,True,1.0000,S,False,1024
stage1_dim1024,378,XGJW,XGJW,True,1.0000,S,False,1024
stage1_dim1024,379,II,II,True,1.0000,S,False,1024
stage1_dim1024,380,GT,GT,True,1.0000,S,False,1024
stage1_dim1024,381,YV,YV,True,1.0000,S,False,1024
stage1_dim1024,382,OVS,OVS,True,1.0000,S,False,1024
stage1_dim1024,383,BI,BI,True,1.0000,S,False,1024
stage1_dim1024,384,WPR,WPR,True,1.0000,S,False,1024
stage1_dim1024,385,IZE,IZE,True,1.0000,S,False,1024
stage1_dim1024,386,YQBD,YQBD,True,1.0000,S,False,1024
stage1_dim1024,387,DJ,DJ,True,1.0000,S,False,1024
stage1_dim1024,388,DQ,DQ,True,1.0000,S,False,1024
stage1_dim1024,389,RH,RH,True,1.0000,S,False,1024
stage1_dim1024,390,CQCL,CQCL,True,1.0000,S,False,1024
stage1_dim1024,391,TSK,TSK,True,1.0000,S,False,1024
stage1_dim1024,392,JA,JA,True,1.0000,S,False,1024
stage1_dim1024,393,TC,TC,True,1.0000,S,False,1024
stage1_dim1024,394,OYJ,OYJ,True,1.0000,S,False,1024
stage1_dim1024,395,FMWZQ,FMWZQ,True,1.0000,S,False,1024
stage1_dim1024,396,OFKDH,OFKDH,True,1.0000,S,False,1024
stage1_dim1024,397,QDCR,QDCR,True,1.0000,S,False,1024
stage1_dim1024,398,FKHSC,FKHSC,True,1.0000,S,False,1024
stage1_dim1024,399,PR,PR,True,1.0000,S,False,1024
stage1_dim1024,400,DPGFL,DPGFL,True,1.0000,S,False,1024
stage1_dim1024,401,TZNKR,TZNKR,True,1.0000,S,False,1024
stage1_dim1024,402,KNNPO,KNNPO,True,1.0000,S,False,1024
stage1_dim1024,403,DWNP,DWNP,True,1.0000,S,False,1024
stage1_dim1024,404,PDP,PDP,True,1.0000,S,False,1024
stage1_dim1024,405,VCH,VCH,True,1.0000,S,False,1024
stage1_dim1024,406,NSEN,NSEN,True,1.0000,S,False,1024
stage1_dim1024,407,KXABP,KXABP,True,1.0000,S,False,1024
